StudentID,ClassroomID,TeacherID,SchoolID
388195,28795,387066,10060
257122,20069,50070,3250
257125,20069,50070,3250
388198,28795,387066,10060
388199,28795,387066,10060
257127,20069,50070,3250
388201,28795,387066,10060
388200,28795,387066,10060
257126,20069,50070,3250
257128,19753,11104,799
388202,28795,387066,10060
388203,28795,387066,10060
388207,28795,387066,10060
257136,20069,50070,3250
257129,20069,50070,3250
388204,28795,387066,10060
257132,20069,50070,3250
388206,28795,387066,10060
257141,20069,50070,3250
257138,19553,49762,4221
254037,15851,40009,2847
140665,11752,36447,2416
257146,19042,45348,3206
388219,28696,382274,9974
388220,28696,382274,9974
388222,28696,382274,9974
257151,19923,42874,3033
257153,19620,67746,428
72743,6007,50209,4346
388225,28832,40939,2932
257156,19553,49762,4221
257157,19753,11104,799
126086,11014,49393,1536
126087,11014,49393,1536
388232,28706,304145,8805
257161,19560,240684,8096
257162,19956,6061,889
257163,19314,49150,3974
126091,11014,49393,1536
126089,11014,49393,1536
257166,16250,186564,7131
257167,20182,51223,116
257168,20180,51223,116
126096,11014,49393,1536
126097,11014,49393,1536
126099,11014,49393,1536
126100,11014,49393,1536
257172,20182,51223,116
257174,20182,51223,116
257175,11559,51223,116
257176,20182,51223,116
126105,11014,49393,1536
257178,11559,51223,116
126107,11014,49393,1536
257179,11559,51223,116
126109,11014,49393,1536
126110,11014,49393,1536
126111,11014,49393,1536
126112,11014,49393,1536
257177,11559,51223,116
126114,11014,49393,1536
126108,11014,49393,1536
126116,10963,34546,2309
126117,10963,34546,2309
126118,10963,34546,2309
126113,11014,49393,1536
257184,18770,227244,8010
126121,10963,34546,2309
126122,10963,34546,2309
126119,10963,34546,2309
257187,18770,227244,8010
126125,10963,34546,2309
126126,10963,34546,2309
51119,6125,35554,2384
126127,10963,34546,2309
126129,10963,34546,2309
126130,10963,34546,2309
126131,10963,34546,2309
126124,10963,34546,2309
126133,10963,34546,2309
126134,10963,34546,2309
126135,10963,34546,2309
126136,10963,34546,2309
126137,10963,34546,2309
126138,10963,34546,2309
126139,10963,34546,2309
126140,10963,34546,2309
126141,10963,34546,2309
126142,10963,34546,2309
126143,10963,34546,2309
126144,10963,34546,2309
126145,10963,34546,2309
126146,10963,34546,2309
257219,19928,47516,3467
257220,19928,47516,3467
257216,20158,140238,6134
257221,19928,47516,3467
126147,10963,34546,2309
257223,19928,47516,3467
257225,19928,47516,3467
257226,23856,47516,3467
257227,19928,47516,3467
257228,19928,47516,3467
77177,7843,13526,35
257222,19928,47516,3467
257231,19928,47516,3467
257232,19928,47516,3467
257233,19928,47516,3467
257234,20158,140238,6134
257235,19928,47516,3467
257236,19928,47516,3467
257237,19928,47516,3467
257238,19928,47516,3467
257239,19928,47516,3467
257240,20158,140238,6134
257241,20158,140238,6134
257242,20158,140238,6134
77180,12510,6798,279
257244,19928,47516,3467
257245,19928,47516,3467
257246,19928,47516,3467
77181,7843,13526,35
257249,20158,140238,6134
257250,20158,140238,6134
257251,19928,47516,3467
257252,18019,58289,352
257254,19928,47516,3467
257255,19928,47516,3467
257258,19928,47516,3467
257259,20158,140238,6134
257260,20158,140238,6134
257261,20158,140238,6134
257262,20158,140238,6134
257263,20158,140238,6134
257264,16554,201552,7749
257265,20158,140238,6134
77185,7284,11944,104
257267,20158,140238,6134
257268,20158,140238,6134
257269,19928,47516,3467
257270,20158,140238,6134
257271,20158,140238,6134
257273,20158,140238,6134
257277,20190,257276,6314
257278,20190,257276,6314
257279,20194,257276,6314
257280,20191,257276,6314
257281,20192,257276,6314
257283,20193,257276,6314
257284,20194,257276,6314
257285,20194,257276,6314
130060,11114,11161,53
126243,10982,50449,4376
257316,20199,257276,6314
126245,10982,50449,4376
257318,20200,257276,6314
257317,20199,257276,6314
126247,10982,50449,4376
77196,6470,20430,176
257322,20200,257276,6314
257323,20200,257276,6314
257324,20200,257276,6314
126246,10982,50449,4376
257319,20200,257276,6314
257320,20200,257276,6314
233506,18792,191868,2217
126248,10982,50449,4376
295896,13583,146444,6240
233508,18792,191868,2217
77202,29560,11944,104
257352,20203,257276,6314
257353,20203,257276,6314
257354,20203,257276,6314
257356,20204,257276,6314
257357,20204,257276,6314
257358,20204,257276,6314
257359,20204,257276,6314
257360,20204,257276,6314
257361,20205,257276,6314
257362,20205,257276,6314
257363,20205,257276,6314
257364,20206,257276,6314
257365,20207,257276,6314
233514,18792,191868,2217
257367,20207,257276,6314
257368,20208,257276,6314
77204,29560,11944,104
77205,7284,11944,104
77206,5792,11944,104
257372,20189,11226,980
257373,18543,182721,6755
257374,20189,11226,980
257375,20189,11226,980
257376,20189,11226,980
257377,20189,11226,980
257378,20189,11226,980
77207,5809,6061,889
257371,19423,230013,3846
77209,7284,11944,104
364519,26748,5556,1114
77211,7690,70382,121
77212,7284,11944,104
77214,6828,20208,237
257414,20189,11226,980
257415,20189,11226,980
257416,20189,11226,980
77215,7785,46537,3337
257417,20189,11226,980
257419,20189,11226,980
257418,20189,11226,980
257421,20189,11226,980
257422,20189,11226,980
77216,7785,46537,3337
257424,20189,11226,980
257420,20189,11226,980
257426,20189,11226,980
257427,20189,11226,980
257428,20189,11226,980
257429,20189,11226,980
257430,20189,11226,980
257431,20189,11226,980
257432,20189,11226,980
257433,20189,11226,980
257434,16979,202852,7766
257435,16979,202852,7766
257436,20189,11226,980
257437,20189,11226,980
77219,7702,11676,109
257438,20189,11226,980
257440,19576,134929,6077
77220,7843,13526,35
257443,20189,11226,980
257445,17637,50641,4389
77222,6538,50097,4308
77223,12520,50097,4308
77224,6538,50097,4308
77225,7282,51988,1370
388539,26718,24144,1737
257473,19784,5577,8049
257474,19784,5577,8049
257475,19784,5577,8049
257476,19784,5577,8049
257477,19784,5577,8049
77227,6677,50398,4370
257478,19784,5577,8049
257480,19784,5577,8049
257481,19784,5577,8049
77228,6677,50398,4370
311691,23498,256300,8208
388556,28445,33491,2175
114615,10229,90565,3313
311695,23498,256300,8208
257497,19288,240525,8093
257498,19784,5577,8049
257496,19784,5577,8049
257500,19784,5577,8049
257502,19784,5577,8049
77232,7588,47707,3539
257504,19784,5577,8049
257506,19784,5577,8049
257507,19288,240525,8093
257508,20159,49286,4067
257509,19779,143025,6185
257510,15851,40009,2847
257511,19784,5577,8049
77234,6677,50398,4370
388584,27792,10975,275
257514,20159,49286,4067
257515,20159,49286,4067
257516,20159,49286,4067
257517,20159,49286,4067
77235,6677,50398,4370
257518,19784,5577,8049
257513,20159,49286,4067
257521,20159,49286,4067
257522,20159,49286,4067
257523,20159,49286,4067
257524,20159,49286,4067
257525,20159,49286,4067
257526,20159,49286,4067
311701,23498,256300,8208
257519,20159,49286,4067
257529,20159,49286,4067
257530,20159,49286,4067
388596,28181,375398,9852
257532,20159,49286,4067
257527,19784,5577,8049
257534,20159,49286,4067
257535,20159,49286,4067
257538,20159,49286,4067
257539,20159,49286,4067
257541,15851,40009,2847
257542,19784,5577,8049
388615,19282,218708,4500
257544,15851,40009,2847
257545,19784,5577,8049
126472,10832,120035,5790
388619,25640,366762,252
77241,7282,51988,1370
257548,19784,5577,8049
388622,25774,19276,228
257549,18023,12598,68
388624,28706,304145,8805
77242,5731,48129,3670
257554,17254,28025,1263
257552,19784,5577,8049
257556,20159,49286,4067
257557,20159,49286,4067
257558,19784,5577,8049
257559,19784,5577,8049
257551,18621,12005,1131
257562,19554,9115,838
77244,6677,50398,4370
257563,20159,49286,4067
257566,20159,49286,4067
257567,20163,188673,6193
257569,19617,38370,2713
257571,19929,47516,3467
257572,20163,188673,6193
77246,6677,50398,4370
257574,19929,47516,3467
388647,25948,117645,5718
257575,19929,47516,3467
257576,20163,188673,6193
257578,19929,47516,3467
257579,19929,47516,3467
257580,20163,188673,6193
257581,19929,47516,3467
257582,19929,47516,3467
257583,20163,188673,6193
257584,19929,47516,3467
257585,19929,47516,3467
257586,19929,47516,3467
257587,19929,47516,3467
77249,5731,48129,3670
257589,19929,47516,3467
257591,19929,47516,3467
257592,19929,47516,3467
257593,19929,47516,3467
257594,20163,188673,6193
257595,19929,47516,3467
257596,19929,47516,3467
257597,19929,47516,3467
257598,19929,47516,3467
388669,28868,346759,9414
257600,20224,143302,6198
257601,20224,143302,6198
257602,20224,143302,6198
388675,28709,37646,124
257604,20224,143302,6198
257605,19929,47516,3467
388678,28709,37646,124
257607,20224,143302,6198
388676,28709,37646,124
388681,28709,37646,124
388682,28709,37646,124
257609,19621,67746,428
257612,19289,240525,8093
388685,28709,37646,124
257614,19289,240525,8093
388684,28709,37646,124
257616,19751,11104,799
388686,28709,37646,124
388687,28709,37646,124
388691,28712,81051,5120
257619,19751,11104,799
257621,19751,11104,799
257613,20224,143302,6198
389875,28677,33624,2204
257623,25119,9328,418
257625,19751,11104,799
257622,19751,11104,799
257627,19933,11191,930
257628,19751,11104,799
388699,28712,81051,5120
257630,19751,11104,799
257631,19751,11104,799
388704,28712,81051,5120
257633,19751,11104,799
388705,28712,81051,5120
257635,19751,11104,799
257636,19751,11104,799
388709,27248,13027,31
257637,19751,11104,799
388711,28418,12601,358
257638,19751,11104,799
257639,19751,11104,799
257634,19751,11104,799
257643,19751,11104,799
257644,20011,195725,7503
257645,19753,11104,799
257646,20011,195725,7503
257647,19751,11104,799
257648,19751,11104,799
257650,19751,11104,799
388724,28866,311790,8898
257652,15851,40009,2847
257654,19784,5577,8049
72763,7161,30006,1999
257653,16305,53771,159
388729,28726,349638,9476
207520,16649,12111,324
389883,28487,17620,312
257665,17917,200329,7706
388737,26578,356405,9568
77265,7688,51223,116
389884,28487,17620,312
257670,17016,204541,7797
257671,17016,204541,7797
257672,17016,204541,7797
257673,17016,204541,7797
176966,14446,175869,6893
257675,17016,204541,7797
257676,17016,204541,7797
257677,17016,204541,7797
77267,7678,51223,116
257679,17016,204541,7797
257680,17016,204541,7797
257681,17016,204541,7797
257682,17016,204541,7797
257683,17914,208440,7854
51215,6148,12000,265
126614,10832,120035,5790
257688,17016,204541,7797
126617,20572,103793,5487
257690,17914,208440,7854
389888,28930,182746,4347
257693,20068,254779,980
257694,19751,11104,799
257695,19751,11104,799
257696,17016,204541,7797
257697,17016,204541,7797
388770,28696,382274,9974
77271,7841,56373,4774
257700,20068,254779,980
388773,26578,356405,9568
257702,18353,10395,346
77272,7841,56373,4774
257704,18702,11191,930
257703,19751,11104,799
72765,7161,30006,1999
389891,28930,182746,4347
257708,19930,47516,3467
257705,25629,12427,1537
51220,6148,12000,265
257713,19930,47516,3467
389893,28930,182746,4347
257716,19930,47516,3467
374952,27787,197231,7567
257718,19930,47516,3467
257720,19930,47516,3467
257721,19930,47516,3467
257722,19930,47516,3467
257724,19930,47516,3467
257726,19929,47516,3467
257727,19930,47516,3467
257728,19930,47516,3467
389896,28930,182746,4347
259638,20000,195725,7503
257731,19930,47516,3467
257732,19930,47516,3467
388804,23263,155485,6409
257733,19930,47516,3467
257734,19930,47516,3467
257736,16873,205477,6707
257735,19930,47516,3467
257737,18353,10395,346
77278,7214,54623,232
389898,28930,182746,4347
257741,19290,240525,8093
257739,19930,47516,3467
257743,18847,20208,237
257744,19290,240525,8093
257747,19290,240525,8093
257751,18544,12595,329
257753,17862,167216,6729
77282,7282,51988,1370
257757,19291,240525,8093
257758,20035,234169,8054
257759,19291,240525,8093
257762,20230,254626,
257763,20230,254626,
77284,7765,9296,1440
150919,7334,22106,258
51234,6168,9115,838
77286,5731,48129,3670
77289,7074,54979,4716
259653,20292,10471,1167
181499,14800,180936,6999
257813,19534,49762,4221
77294,7117,51571,4511
257814,17784,11687,471
259656,20292,10471,1167
77295,7117,51571,4511
259657,18816,232759,8046
77299,7117,51571,4511
77300,7117,51571,4511
259661,20292,10471,1167
259662,19930,47516,3467
259667,20292,10471,1167
77309,7057,48862,3873
388963,28875,36935,2522
388964,28875,36935,2522
388965,28875,36935,2522
388966,28875,36935,2522
388967,28875,36935,2522
388968,28875,36935,2522
388969,28875,36935,2522
388970,28875,36935,2522
388971,28875,36935,2522
259671,20300,44404,3106
388973,28875,36935,2522
388974,28875,36935,2522
388975,28875,36935,2522
388976,28875,36935,2522
388977,28875,36935,2522
388978,28875,36935,2522
388979,28875,36935,2522
259673,20300,44404,3106
388972,28875,36935,2522
463532,32487,186505,7128
259678,20300,44404,3106
259679,6745,44404,3106
67564,15117,10975,275
257954,18810,232759,8046
257955,19292,240525,8093
257956,19292,240525,8093
77322,7856,26190,1906
257958,19292,240525,8093
257959,19292,240525,8093
257960,19292,240525,8093
77325,7856,26190,1906
259686,18816,232759,8046
259687,19930,47516,3467
337842,24700,329909,9222
77327,7856,26190,1906
259690,18816,232759,8046
77330,7856,26190,1906
389075,28883,388990,7323
389076,28883,388990,7323
389077,28883,388990,7323
389078,28883,388990,7323
389079,28883,388990,7323
389080,28883,388990,7323
389081,28883,388990,7323
259693,20292,10471,1167
389083,28883,388990,7323
389084,28883,388990,7323
389085,28883,388990,7323
389086,28883,388990,7323
259695,19930,47516,3467
337849,13690,47062,
389089,28883,388990,7323
389090,28883,388990,7323
389091,28883,388990,7323
389092,28883,388990,7323
389088,28883,388990,7323
389087,28883,388990,7323
389095,28883,388990,7323
389096,28883,388990,7323
389097,28883,388990,7323
171770,13966,46690,3349
389094,28883,388990,7323
389093,28883,388990,7323
259698,18816,232759,8046
171771,13966,46690,3349
51291,5929,49263,4054
259708,19716,125995,5939
182193,14836,21866,1352
389172,30336,389886,10106
389176,30336,389886,10106
337876,25264,183293,7068
337877,25264,183293,7068
337881,25264,183293,7068
311830,23532,256300,8208
337882,25264,183293,7068
337884,25029,198019,7645
337886,24243,125707,5932
389991,28934,39580,2808
337904,24700,329909,9222
155548,15120,11091,275
337909,25273,259189,696
337910,25273,259189,696
337911,25273,259189,696
337912,25273,259189,696
337913,25273,259189,696
155552,15120,11091,275
337914,25273,259189,696
187413,15201,182119,7026
337916,25273,259189,696
337918,25273,259189,696
187416,15201,182119,7026
295905,13583,146444,6240
260361,20344,89795,5252
260362,20344,89795,5252
389608,28677,33624,2204
127464,11106,48123,3665
127465,11107,48123,3665
127479,6664,38328,2709
218796,16884,165825,6707
127486,11116,38328,2709
127488,11116,38328,2709
127489,18138,38328,2709
127490,11116,38328,2709
127491,11116,38328,2709
187422,15202,182119,7026
207704,16552,192018,7333
218683,17006,119451,5776
337963,24802,186609,7138
181654,14809,118778,4347
181655,14809,118778,4347
181657,14809,118778,4347
260365,20344,89795,5252
72801,7164,49327,3882
181660,14809,118778,4347
181662,14809,118778,4347
258632,20270,199450,7670
258633,20270,199450,7670
258634,20270,199450,7670
258635,20270,199450,7670
258636,20270,199450,7670
258637,20270,199450,7670
258639,20270,199450,7670
258640,20270,199450,7670
258641,20270,199450,7670
258642,20270,199450,7670
181665,14809,118778,4347
258643,20270,199450,7670
258645,20270,199450,7670
258646,20270,199450,7670
258648,20270,199450,7670
258649,20270,199450,7670
258650,20270,199450,7670
258651,20270,199450,7670
258652,20270,199450,7670
258653,20270,199450,7670
258654,20270,199450,7670
218686,17597,46902,3383
258656,20270,199450,7670
258657,20270,199450,7670
258658,20270,199450,7670
258659,20270,199450,7670
258660,20270,199450,7670
416132,30881,173936,6864
258655,20270,199450,7670
416134,30881,173936,6864
416135,30881,173936,6864
270788,20718,12189,416
258683,19957,247399,8131
258687,9081,26429,1859
258688,19553,49762,4221
258689,19293,240525,8093
416139,30881,173936,6864
258694,18816,232759,8046
258698,19927,47516,3467
258701,20158,140238,6134
258710,20021,202622,7755
416145,30881,173936,6864
258727,19943,8404,110
416146,30881,173936,6864
364043,26125,347663,9433
389802,28696,382274,9974
